"Name","Address","Group","Notes","Gender","Ethnicity","Date.Opened","Date.Closed","yrOpen","yrClose","decadeOpen","decadeClose","singleOut","lon","lat","decade"
"Backdoor Pub","1104 8th St SE Washington DC","Club/Bar","Moved in 1988, co-owner Charles A Jones.  Part of the Bachelor's Mill complex.","M","African-American","2/1/1988","","88","",1980,1980,"",-76.994665,38.877214,"1980"
"Clubhouse","1296 Upshur St NW Washington DC","Club/Bar","A disco without a regular liquor license. Famous for its 'acid punch'.  A membership club and premier dance club for the African-American gay and lesbian community.  It grew out of the Zodiac Den and Third World.  Fundraiser/community support helped keep it going in late 80s, supported by Best of Washington & Associates. Known for its Children's Hour events on Sundays.  Site of the AIDS forum for the African-American community in 1983. Owners: Aundrea Scott, John Eddy, Chasten Morrell.  Managed by Ray Melrose and Rainey Cheeks.  Featured Master DJ Tito Robinson.","MW","African-American",".  5-1975","5/26/1990","75","90",1970,1990,"",-77.0294936,38.9418664,"1980"
"Pier Nine","1824 Half St SW Washington DC","Club/Bar","Commonly known as the Pier.  The second major dance club, after the Plus One (8th St SE), and opened by the same owners as the Plus One.  Original owners: Donn Culver & Bill Bickford (who later opened the Lost & Found). The Pier had a second floor dance area, a popular restaurant, and in the 70s an area on the ground floor for those under the legal drinking age.   The Pier 9 was the first gay dance club in the South Capitol St. area.  In 1975, the Washington Square opened on the other side of South Capital St. at 1345 Half St SE.  Just Us (1974):  “Glitter, fashion, and jammy music are the general rule at the Pier, but anything goes.  Two dance floors (upstairs and down) and a number of bars, and a restaurant serving dinner, pizzas, and ‘heavenly burgers’ are some specialties.  One dollar cover on Friday and Saturday.”  “Given its relatively isolated location, it gave us a sense of security that more in-town locations couldn’t”—Peter Jefts.","MW","Mixed","1970","1986","70","86",1970,1980,"SW",-77.0104392,38.867474,"1980"
"930 Club","930 F St NW Washington DC","Club/Bar","Straight music venue with gay evenings","MW","","1980","12/31/1995","80","95",1980,1990,"",-77.0252558,38.8973467,"1980"
"Annie's Paramount Steak House","1519 17th St NW Washington DC","Club/Bar","Originally known as Paramount Steakhouse until the 1960s.  A favorite restaurant hangout on 17th St strip","MW","","1948","Sep-85","48","85",1940,1980,"",-77.0381514,38.910472,"1980"
"Annie's Paramount Steak House","1609 17th St NW Washington DC","Club/Bar","Popular steakhouse and bar.","MW","","Sep-85","","85","",1980,1980,"",-77.0383091,38.911602,"1980"
"Badlands","1415 22nd St NW Washington DC","Club/Bar","Popular Dupont dance bar, managed by Sophie Tucker (Don Gilliken) for many years.   Home for many years of the Miss Capitol Pride pageant.  Accused of carding in the early 1980s.  Video bar, Annex, upstairs.  (See also entries for Apex; Phase One of Dupont.)","MW","","1984","2002","84","02",1980,2000,"",-77.048432,38.9090921,"1980"
"Chapter III","900 First St SE Washington DC","Club/Bar","Successor to Marty's at this location. Owned by Martin Chernoff (part owner of Marty's).  Tried to attract a straight crowd.  (See also entries for Chapter II; Grand Central; Marty’s.)","MW","","1985","?","85","",1980,1980,"",-77.0058968,38.8792734,"1980"
"Cities","2424 18th St NW Washington DC","Club/Bar","A mixed straight and gay club, held fundraisers and hosted Ladies of the 80s events.  (See entry for Club 2424.)","MW","","1989","Feb-90","89","90",1980,1990,"",-77.0423363,38.9214341,"1980"
"Dot's Spot","601 Pennsylvania Ave SE Washington DC","Club/Bar","Upstairs, over Mr. Henry's.  Owner: Dot Palmerton","MW","","1980","Feb-84","80","84",1980,1980,"",-76.9982665,38.8852078,"1980"
"Fifth Column","915 F St NW Washington DC","Club/Bar","Straight dance club had frequent fundraisers and gay nights.  Hosted regular gay night, called Atlas, on Sundays.","MW","","1988","?","88","",1980,1980,"",-77.02474,38.897644,"1980"
"Glory Hole","24 O St SE Washington DC","Club/Bar","Owner Bob Siegel","MW","","1970","1980","70","80",1970,1980,"",-76.970084,38.848158,"1980"
"Mr. Henry's - Dupont","2655 Connecticut Ave NW Washington DC","Club/Bar","","MW","","12/1/1981","?","81","",1980,1980,"",-77.0519939,38.925195,"1980"
"Mr. Henry's - Georgetown","1225 Wisconsin Ave NW Washington DC","Club/Bar","Owned by Larry Samuel, who bought it from Henry Yaffe in 1973","MW","","1967","Feb-86","67","86",1960,1980,"",-77.0623595,38.9057944,"1980"
"Paramount Steak House","1519 17th St NW Washington DC","Club/Bar","Annie's was originally known as Paramount Steakhouse until the 1960s.  A favorite restaurant hangout on 17th St strip.  (See also entries for Annie’s Paramount Steak House.)","MW","","1948","Sep-85","48","85",1940,1980,"",-77.0381514,38.910472,"1980"
"TJ's Steakhouse","1910 K St NW Washington DC","Club/Bar","Steakhouse restaurant and bar","MW","","8/1/1982","?","82","",1980,1980,"",-77.0439414,38.9024144,"1980"
"Tracks","1111 First SE Washington DC","Club/Bar","Popular dance club in SE.  Owners: Kim Postzman, Randy Hardwick.  Lesbo-agogo on Tuesdays started in July 1991.","MW","","9/1/1984","11/6/1999","84","99",1980,1990,"",-77.0058992,38.8774099,"1980"
"Westwood Restaurant","8233 Georgia Ave NW Washington DC","Club/Bar","Popular after-hours diner in Silver Spring.","MW","","1978","1984","78","84",1970,1980,"",-77.0265678,38.9827138,"1980"
"Ziegfeld's","1345 Half St SE Washington DC","Club/Bar","Club that followed the Other Side at this location.  Backroom (Secrets) had nude male dancers.  Ziegfeld's hosted drag shows Thursday through Sunday.  Ella Fitzgerald hostess and show director.  Thursday nights were hosted by Sabrina White, Vita Opulence and others.  Owners: Chris Jansen, Allen Carroll.  Closed by eminent domain to use site for Washington Nationals ballpark.","MW","","3/11/1988","4/6/2006","88","06",1980,2000,"",-77.0074621,38.8753783,"1980"
"Coffeehouse","816 I St NE Washington DC","Community Site","Also known as the ENIK Alley Coffehouse.  An arts & literature center in a two story carriage house building behind a house at 816 I St NE. DCCBG & Ray Melrose founded the Coffeehouse.  It hosted the Sapphire Sapphos, and was taken over by Sapphire Sapphos in November 1984.  With an open loft overlooking the main floor, a fireplace and a warm atmosphere, the place was unique among gay and lesbian spaces in DC.  The coffeehouse was a crucible for artists, writers, musicians, and performance artists.  When Melrose moved to the DC Space, many of the performers at the Coffeehouse joined him there.","MW","African-American","1/1/1982","1990","82","90",1980,1990,"",-76.994187,38.90158,"1980"
"Gay Community Center","1469 Church St NW Washington DC","Community Site","The second community center was organized with support from the Washington Area Gay Community Council, which started discussions about a community center in 1978.  It provided meeting space for community groups but had trouble collecting fees.  Was also home to OUT University classes.","MW","","7/1/1979","Jan-83","79","83",1970,1980,"",-77.0341776,38.9105993,"1980"
"Gay Community Center","1638 R St NW Washington DC","Community Site","James Crutchfield, President, 1982 – 1988.","MW","","1/1/1983","Aug-88","83","88",1980,1980,"",-77.0380413,38.9123837,"1980"
"Gay Community Center","1228 17th St NW Washington DC","Community Site","Offered AIDS support groups in late 1980s.  Ran into financial difficulties in 1989, evicted in November 1990.  Last president Bob Roehr.  (See entry for DC Center.)","MW","","8/1/1988","11/26/1990","88","90",1980,1990,"",-77.0387718,38.9070056,"1980"
"Lambda Rising","2012 S St NW Washington DC","Community Site","","MW","","11/1/1978","Jun-84","78","84",1970,1980,"books",-77.0454309,38.9140943,"1980"
"Lambda Rising","1625 Connecticut Ave NW Washington DC","Community Site","","MW","","6/1/1984","Jan-10","84","10",1980,2010,"books",-77.0443648,38.9119808,"1980"
"Essie","816 I St NE Washington DC","Community Site","Run by the Sapphire Sapphos at the Coffeehouse.  (See also entry for the Coffeehouse.)","W","African-American","11/1/1984","1990 (?)","84","90",1980,1990,"",-76.994187,38.90158,"1980"
"Studio","Eastover Shopping Center Washington DC","Club/Bar","A women's bar near SE DC","W","African-American","8/1/1982","?","82","",1980,1980,"",-77.0024764,38.8194607,"1980"
"Harlow","515 2nd St NE Washington DC","Club/Bar","A women's bar, owned by Buddies","W","","1/1/1982","?","82","",1980,1980,"",-77.0032,38.896721,"1980"
"Hill Haven","516 8th St SE Washington DC","Club/Bar","Capitol Hill women's bar, opened a restaurant in August 1990.  Two controversies erupted in 1991.  The club was boycotted by black lesbians protesting perceived racism.  It was then exposed as not being ""lesbian-owned"" or even woman-owned in 1991, contrary to its advertising.  It came under new management January 1992.  In August 1991 Hill Haven started men's night on Wednesdays.","W","","11/30/1989","1993","89","93",1980,1990,"",-76.9948174,38.8821371,"1980"
"Hung Jury","1819 H St NW Washington DC","Club/Bar","One of the longest running women's bars in the city; dancing.","W","","1984","2002","84","02",1980,2000,"",-77.0420502,38.9002155,"1980"
"Li'l Sister","237 2nd St NW Washington DC","Club/Bar","A women's bar, Fridays and Saturdays","W","","1/1/1989","Sep-90","89","90",1980,1990,"",-77.0134528,38.8934122,"1980"
"Other Side","1345 Half St SE Washington DC","Club/Bar","Women's dance and drag bar.  Replaced Blue Plains Dance Palace.  Ella Fitzgerald appeared in and later hosted drag shows here.","W","","6/1/1978","Mar-88","78","88",1970,1980,"",-77.0074621,38.8753783,"1980"
"Zombies Restaurant","5828 Georgia Ave NW Washington DC","Club/Bar","A mixed crowd but primarily women.  Zombies courted the gay women's' business and then the straight crowd.  In the early 70s the owners tried to discourage lesbian customers but lost business and returned to encouraging lesbian customers.  Owners: James and Pearl Lake.","W","","1956","Oct-84","56","84",1950,1980,"",-77.0282638,38.9608627,"1980"
"Lammas","321 7th St SE Washington DC","Community Site","Founded by as a craft store by Judy Winsett and Leslie Reeves, and later owned by Mary Farmer, Lammas became a bookstore, community center for lesbians, and a performance space.  .  ""What an incredible institution Lammas is.  It's been enormously valuable to this community, particularly the women's and the Lesbian and Gay community.""--Ivy Young.  Just Us:  “Lammas specializes in custom-made jewelry and women’s arts and crafts, and carries records as well.  The management promotes and encourages women’s arts, activities, and events, such as softball teams and feature artists.  The shop is owned and operated by Lesbians.”  Lammas also had a mail-order house called First Things First.","W","","8/1/1973","Apr-89","73","89",1970,1980,"books",-76.9964032,38.8855294,"1980"
"Lammas","1426 21st St NW Washington DC","Community Site","Cultural center and bookstore for DC lesbian and feminist community.  Mary Farmer sold Lammas to Jane Troxell, Rosa Fennell, Marge Darling & Susan Fletcher in March 1993","W","","3/1/1986","2000","86","00",1980,2000,"books",-77.0468232,38.9094543,"1980"
"Washington Area Women's Center","1825 18th St NW Washington DC","Community Site","","W","","Dec-78","Oct-81","78","81",1970,1980,"",-77.041386,38.915034,"1980"
"Washington Area Women's Center","2335 18th St NW Washington DC","Community Site","","W","","Oct-81","1986","81","86",1980,1980,"",-77.0416955,38.9205412,"1980"
"Washington Area Women's Center","1350 Pennsylvania Ave SE Washington DC","Community Site","Last home of the Women's Center","W","","1988","1990","88","90",1980,1990,"",-76.9860172,38.8808481,"1980"
"Mr. J's","1500 U Washington DC","Club/Bar","","","African-American","1980s","?","80","",1980,1980,"",-77.0345371,38.9170072,"1980"
"Cagney's","1 Dupont Circle NW Washington DC","Club/Bar","Dupont Circle dance bar","","","Jul-86","?","86","",1980,1980,"",-77.0444307,38.9089915,"1980"
"Cheers","1500 3rd St NW Washington DC","Club/Bar","After hours gay club run by Raymond Carter.  Raided by MPD March 14, 1987.","","","1987","?","87","",1980,1980,"aids",-77.0151803,38.9096355,"1980"
"Collector","1630 U St NW Washington DC","Club/Bar","Gay-oriented restaurant.","","","5/1/1987","?","87","",1980,1980,"",-77.03805,38.916731,"1980"
"Faith Temple","1313 New York Avenue NW Washington DC","Community Site","Founded in 1982 by Dr. James S Tinney, a Howard University political scientist and Pentecostal theologian who was forced to leave his church because of his sexual orientation.  The congregation originally met at Calvary Methodist in Columbia Heights","","","1982","?","82","",1980,1980,"",-77.0311238,38.8999882,"1980"
